"Topic","Question","Correct_Answer","Common_Incorrect_Answer_Flag","Source"
"Artificial Intelligence","Given the Bayesian network A -> C <- B, C -> D, and B -> E (so edges: A->C, B->C, C->D, B->E). (a) Using d-separation, determine whether A and B are independent (i) marginally and (ii) given D. (iii) Determine whether A and E are independent given C. (b) Carefully justify each via active/blocked paths, identifying colliders. (c) State the general d-separation criterion.","Network edges: A->C, B->C, C->D, B->E. C is a COLLIDER (head-to-head) on the path A->C<-B. D is a descendant of C. (a)(i) A and B marginally (no conditioning): the only paths between A and B go A->C<-B. C is a collider and is NOT in the conditioning set, and none of its descendants are conditioned on, so the collider BLOCKS the path => A and B are d-separated => independent marginally. (ii) Given D: D is a descendant of the collider C. Conditioning on a descendant of a collider ACTIVATES (unblocks) the collider path A->C<-B. So the path A->C<-B becomes active => A and B are NOT d-separated given D => they are dependent (explaining-away via a descendant). (iii) A and E given C: the path from A to E is A->C<-B->E. On this path, C is a collider AND C is in the conditioning set, so conditioning on the collider C ACTIVATES that segment (A and B become dependent given C). Along B->E, B is a non-collider (fork/chain node) that is NOT in the conditioning set, so it does not block. So the whole path A->C<-B->E is active given C. Therefore A and E are NOT d-separated given C => A and E are DEPENDENT given C. (b) Rules used: a chain (X->Z->Y) or fork (X<-Z->Y) is BLOCKED iff the middle Z is observed; a collider (X->Z<-Y) is BLOCKED iff neither Z nor any descendant of Z is observed (active iff Z or a descendant is in the evidence). (c) General d-separation: X and Y are d-separated by set Z iff EVERY undirected path between X and Y is blocked, where a path is blocked if it contains either (a) a chain or fork whose middle node is in Z, or (b) a collider whose node and all of whose descendants are NOT in Z. d-separation implies conditional independence in every distribution that factorizes over the DAG (soundness). Reference: Koller & Friedman, Probabilistic Graphical Models, ch. 3; Russell & Norvig AIMA ch. 14; Pearl, Probabilistic Reasoning in Intelligent Systems.","Common errors: (1) Saying A and B remain independent given D - wrong; conditioning on a DESCENDANT of a collider (D) unblocks the collider, creating dependence (forgetting descendants count). (2) Claiming A and E are independent given C because 'C blocks the path' - for a COLLIDER, conditioning on C does the opposite: it ACTIVATES the path, so A and E become dependent. (3) Treating C as an ordinary chain node rather than a collider.","Koller & Friedman - Probabilistic Graphical Models, Ch. 3; Russell & Norvig - AIMA Ch. 14; Pearl (1988)"
"Economics","Two consumers A and B trade two goods x and y in a pure-exchange economy. A has utility U_A = x_A^(1/2) y_A^(1/2) and endowment (e_Ax, e_Ay) = (10, 0). B has utility U_B = x_B^(1/3) y_B^(2/3) and endowment (e_Bx, e_By) = (0, 20). Normalize p_y = 1 and find the Walrasian (competitive) equilibrium price ratio p_x/p_y and the equilibrium allocation.","Source: Mas-Colell, Whinston & Green, 'Microeconomic Theory' (Ch. 15) and Varian 'Microeconomic Analysis'. Cobb-Douglas U = x^a y^b implies the consumer spends fraction a/(a+b) of wealth on x. Let p = p_x, p_y = 1. Wealths: A's wealth m_A = 10p (endowment 10 of x), B's wealth m_B = 20 (endowment 20 of y). For A (a=b=1/2): spends 1/2 of m_A on x => x_A = (1/2)(10p)/p = 5; y_A = (1/2)(10p)/1 = 5p. For B (shares 1/3 on x, 2/3 on y): x_B = (1/3)(20)/p = 20/(3p); y_B = (2/3)(20)/1 = 40/3. Market clearing for x (total supply 10): x_A + x_B = 5 + 20/(3p) = 10 => 20/(3p) = 5 => p = 20/15 = 4/3. So p_x/p_y = 4/3. Verify y market (supply 20): y_A + y_B = 5p + 40/3 = 5(4/3) + 40/3 = 20/3 + 40/3 = 60/3 = 20. Clears. Allocation: x_A = 5, y_A = 5(4/3) = 20/3 ≈ 6.667; x_B = 20/(3*4/3) = 5, y_B = 40/3 ≈ 13.333. Final: p_x/p_y = 4/3, A gets (5, 20/3), B gets (5, 40/3).","The most common error is forgetting that endowments are valued at equilibrium prices, so wealth is endogenous (m_A = 10 p_x, not a fixed number), leading people to treat income as constant and get the wrong price. A second frequent mistake is checking only one market and ignoring that Walras' Law guarantees the second clears only if budget shares are computed correctly; mis-assigning B's shares (using 1/2,1/2 instead of 1/3,2/3) yields p_x/p_y = 1, which is wrong.","Mas-Colell, Whinston & Green — Microeconomic Theory; Varian — Microeconomic Analysis"
"Economics","A closed economy has consumption C = 100 + 0.8(Y - T), investment I = 200 - 25r, government spending G = 150, taxes T = 100 (lump sum). Money demand is (M/P)^d = Y - 100r, real money supply M/P = 800. (a) Derive the IS and LM curves. (b) Find equilibrium Y and r. (c) If G rises by 100, find the new Y and decompose the change into the simple Keynesian (fixed-r) effect and the crowding-out from higher r.","Source: Mankiw 'Macroeconomics' (IS-LM chapters) and Blanchard 'Macroeconomics'. (a) IS: Y = C + I + G = 100 + 0.8(Y-100) + 200 - 25r + 150 => Y = 100 + 0.8Y - 80 + 200 - 25r + 150 = 0.8Y + 370 - 25r. So 0.2Y = 370 - 25r => Y = 1850 - 125r. LM: M/P = Y - 100r => 800 = Y - 100r => Y = 800 + 100r. (b) Set equal: 1850 - 125r = 800 + 100r => 1050 = 225r => r = 4.6667 (≈ 4.67%). Y = 800 + 100(4.6667) = 1266.67. (c) New IS with G = 250: 0.2Y = 470 - 25r => Y = 2350 - 125r. Intersect with LM Y = 800 + 100r: 2350 - 125r = 800 + 100r => 1550 = 225r => r = 6.8889. Y = 800 + 100(6.8889) = 1488.89. So ΔY = 1488.89 - 1266.67 = 222.22. Simple multiplier 1/(1-0.8)=5, so fixed-r effect = 5 × 100 = 500. Actual ΔY = 222.22, so crowding out = 500 - 222.22 = 277.78 (the rise in r from 4.67% to 6.89% chokes off investment). Final: r rises to ≈6.89%, Y rises to ≈1488.89, full multiplier ≈2.22.","The classic mistake is applying the simple expenditure multiplier 1/(1-MPC) = 5 to conclude ΔY = 500, ignoring that the interest rate rises along the upward-sloping LM curve and crowds out investment. This treats r as fixed (a flat LM / liquidity-trap assumption) and ignores general-equilibrium feedback through the money market, overstating ΔY by more than double.","Mankiw — Macroeconomics; Blanchard — Macroeconomics"
"Economics","In a Bertrand duopoly with identical constant marginal cost c = 10 and market demand Q = 100 - P, firms set prices simultaneously each period. (a) What is the one-shot Nash equilibrium price and profit? (b) Under infinite repetition with discount factor δ and grim-trigger strategies, find the minimum δ that sustains the joint-monopoly price as a subgame-perfect equilibrium when firms split monopoly profit equally.","Source: Tirole 'The Theory of Industrial Organization' and Mas-Colell, Whinston & Green (Ch. 12). (a) Bertrand paradox: with identical goods and constant MC, undercutting is profitable until P = c = 10, profit = 0 for both. (b) Monopoly: max (P-10)(100-P) => derivative 100 - 2P + 10... do it carefully: profit π=(P-10)(100-P). dπ/dP = (100-P) + (P-10)(-1) = 100 - P - P + 10 = 110 - 2P = 0 => P_m = 55, Q_m = 45, π_m = (55-10)(45) = 2025. Split equally each firm gets 1012.5 per period. Deviation: a firm undercuts to just below 55, captures whole market for one period earning ≈ 2025, then earns 0 forever (grim trigger reverts to P=c). Cooperation payoff: 1012.5/(1-δ). Deviation payoff: 2025 + δ·0/(1-δ) = 2025. Sustain cooperation if 1012.5/(1-δ) ≥ 2025 => 1/(1-δ) ≥ 2 => 1-δ ≤ 1/2 => δ ≥ 1/2. Final: one-shot P = 10, π = 0; collusion sustainable iff δ ≥ 0.5.","A frequent error is computing the deviation gain using Cournot-style reasoning or assuming the deviator keeps half the market (earning 1012.5) rather than capturing the entire market by undercutting (earning ≈2025). Undervaluing the deviation profit makes collusion look sustainable at a lower δ. Another error is forgetting that punishment reverts to the Bertrand zero-profit price (not to some positive Cournot profit), which changes the continuation value.","Tirole — The Theory of Industrial Organization; Mas-Colell, Whinston & Green — Microeconomic Theory"
"Economics","An economy follows the Solow model with production Y = K^(1/3) L^(2/3), depreciation δ = 0.05, population growth n = 0.02, and technological growth g = 0.03 (labor-augmenting). (a) Find the Golden-Rule capital per effective worker k* that maximizes consumption per effective worker. (b) Find the corresponding saving rate. (c) If the actual saving rate is 0.40, is the economy dynamically efficient or over-accumulating capital?","Source: Romer 'Advanced Macroeconomics' and Mankiw 'Macroeconomics' (Solow chapter). Intensive form: y = k^(1/3) (per effective worker, capital share α = 1/3). Steady state break-even investment = (n + g + δ)k = (0.02+0.03+0.05)k = 0.10k. (a) Golden rule maximizes c = f(k) - (n+g+δ)k => f'(k) = n+g+δ. f'(k) = (1/3)k^(-2/3) = 0.10 => k^(-2/3) = 0.30 => k^(2/3) = 1/0.30 = 3.3333 => k = 3.3333^(3/2) = 6.086. So k*_gold ≈ 6.09. (b) At golden rule, capital's share equals required investment share: saving rate s_gold = α = 1/3 ≈ 0.333 (since sf(k)=(n+g+δ)k and f'(k)k/f(k)=α means s = α at golden rule for Cobb-Douglas). Check: s_gold = (n+g+δ)k/f(k); with f'(k)=α y/k = n+g+δ => (n+g+δ) = α y/k => s = (n+g+δ)k/y = α = 1/3. (c) Actual s = 0.40 > 0.333 = golden-rule s. The economy is over-saving / over-accumulating (dynamically inefficient): reducing s toward 1/3 would raise steady-state consumption permanently. Marginal product of capital f'(k) at s=0.40 would be below n+g+δ. Final: k*≈6.09, s_gold=1/3, economy is dynamically inefficient.","A common mistake is to use f'(k) = δ alone (golden rule for the textbook no-growth Solow), ignoring n and g, which gives the wrong condition f'(k)=0.05 and an overstated k*. Another is concluding that a higher saving rate is always good for welfare; in fact beyond the golden rule additional saving lowers steady-state consumption (dynamic inefficiency). Confusing 'higher k always better' ignores the consumption trade-off.","Romer — Advanced Macroeconomics; Mankiw — Macroeconomics"
"Economics","A monopolist faces inverse demand P = 120 - 2Q and constant marginal cost MC = 20 (no fixed cost). (a) Find the monopoly price, quantity, and profit. (b) Find the competitive (efficient) quantity. (c) Compute the deadweight loss. (d) A government imposes a per-unit tax t = 10 on the monopolist; recompute monopoly Q and the change in deadweight loss, and comment on tax incidence.","Source: Varian 'Intermediate Microeconomics'/'Microeconomic Analysis' and Mas-Colell et al. (a) MR = 120 - 4Q. Set MR = MC: 120 - 4Q = 20 => Q_m = 25, P_m = 120 - 50 = 70. Profit = (70-20)(25) = 1250. (b) Efficient: P = MC => 120 - 2Q = 20 => Q_c = 50, P_c = 20. (c) DWL is the triangle between Q_m=25 and Q_c=50. At Q_m demand price = 70, MC = 20. DWL = 1/2 × base × height = 1/2 × (Q_c - Q_m) × (P_m - MC) = 1/2 × (50-25) × (70-20) = 1/2 × 25 × 50 = 625. (d) With tax t=10, effective MC = 30. MR = MC' : 120 - 4Q = 30 => Q = 22.5, P = 120 - 45 = 75. Price rose from 70 to 75: consumers bear 5 of the 10 tax (incidence = (ΔP)/t = 50%); monopolist absorbs the rest. New DWL relative to efficient (untaxed) outcome: efficient Q is still 50 (true social MC = 20). DWL_new triangle uses demand price at Q=22.5 = 75 vs social MC 20: DWL = 1/2 × (50 - 22.5) × (75 - 20) = 1/2 × 27.5 × 55 = 756.25. So DWL rises from 625 to 756.25, an increase of 131.25. Final: Q_m=25, P_m=70, π=1250, Q_c=50, DWL=625; after tax Q=22.5, P=75, incidence 50% on consumers, DWL rises to 756.25.","Common errors: (1) Setting P = MC for the monopolist (that's the competitive rule) instead of MR = MC, giving Q=50 and zero monopoly distortion. (2) Computing DWL using the monopoly price minus marginal-revenue gap rather than the demand-price-minus-MC gap over the lost units. (3) Assuming a per-unit tax on a monopolist is fully passed to consumers (100% incidence); with linear demand the monopolist passes only half here, and over-shifting is impossible with linear demand and constant MC.","Varian — Intermediate Microeconomics / Microeconomic Analysis; Mas-Colell, Whinston & Green — Microeconomic Theory"
"Economics","In Akerlof's used-car market, car quality θ is uniformly distributed on [0, 100]. A seller with a car of quality θ values it at θ; a buyer values that same car at 1.5θ. Buyers cannot observe quality and pay a single price p; sellers sell only if θ ≤ p. (a) Derive the expected quality of cars offered at price p. (b) Find the equilibrium price and explain the market outcome. (c) Contrast with the full-information efficient outcome.","Source: Akerlof (1970) 'The Market for Lemons', as presented in Mas-Colell, Whinston & Green (Ch. 13) and Varian. (a) Sellers offer a car iff θ ≤ p (their reservation value is θ). Given θ ~ Uniform[0,100], the cars offered at price p are those with θ in [0, min(p,100)]. Expected quality of offered cars = E[θ | θ ≤ p] = p/2 (for p ≤ 100). (b) A rational buyer is willing to pay up to 1.5 × E[θ | θ ≤ p] = 1.5 × (p/2) = 0.75p. For the market price to be consistent (buyers willing to pay ≥ p): need 0.75p ≥ p, i.e., 0.75p ≥ p, which holds only at p = 0. So the only equilibrium price is p = 0 (or the market unravels to the lowest quality). Market collapses: only the worst cars (θ→0) trade; this is complete adverse selection. (c) Full information: buyer values 1.5θ > θ for every θ>0, so every car is gainful to trade and the efficient outcome has all cars sold (gains from trade = 0.5θ on each). Asymmetric information destroys nearly all these gains — a market failure from adverse selection. Final: E[θ|offer]=p/2, equilibrium p=0, market unravels vs. efficient full trade.","The standard error is computing buyers' willingness to pay using the unconditional mean quality E[θ] = 50 (so WTP = 75) and concluding the market clears at p = 75. This ignores adverse selection: at any price p, only cars with θ ≤ p are offered, so conditional expected quality is p/2, not 50. Failing to condition on the selection of which sellers participate is the core mistake Akerlof identified.","Akerlof (1970) — The Market for Lemons; Mas-Colell, Whinston & Green — Microeconomic Theory"
"Economics","Two countries, Home and Foreign, produce wine and cloth with labor only. Home has L = 1200 hours; unit labor requirements a_LW = 4, a_LC = 2. Foreign has L* = 800 hours; a*_LW = 2, a*_LC = 3. (a) Determine comparative advantage. (b) Find the range of the relative price of wine (P_W/P_C) at which both countries fully specialize. (c) If world demand fixes the relative price at P_W/P_C = 1.2, what does each country produce, and what is the equilibrium relative wage range w/w*?","Source: Krugman, Obstfeld & Melitz 'International Economics: Theory and Policy' (Ricardian chapter). (a) Opportunity cost of wine in terms of cloth: Home a_LW/a_LC = 4/2 = 2; Foreign a*_LW/a*_LC = 2/3 ≈ 0.667. Foreign has lower opportunity cost of wine (0.667 < 2) => Foreign has comparative advantage in WINE; Home in CLOTH. (b) Free-trade relative price of wine lies between the two autarky opportunity costs: 2/3 ≤ P_W/P_C ≤ 2. Within this range each country specializes in its comparative-advantage good. (c) At P_W/P_C = 1.2, which is between 0.667 and 2, both specialize: Foreign makes only wine, Home makes only cloth. Home wine output if specialized in cloth: produces cloth Q_C = 1200/2 = 600 units. Foreign wine: Q*_W = 800/2 = 400 units. Relative wage: with full specialization, w = P_C/a_LC = P_C/2 and w* = P_W/a*_LW = P_W/2. So w/w* = (P_C/2)/(P_W/2) = P_C/P_W = 1/1.2 ≈ 0.833. More generally w/w* must satisfy the no-cross-production conditions; here w/w* = 0.833 (Home wage is 83% of Foreign's, consistent because Home is less productive in wine and specializes in cloth). Final: Foreign CA in wine, Home in cloth; price range [2/3, 2]; at 1.2 Home makes cloth (600), Foreign wine (400), w/w* ≈ 0.833.","A frequent mistake is assigning comparative advantage by absolute advantage — noting Foreign has lower a*_LW (2 vs 4) and concluding Foreign should make wine for that reason, or that Home should make whatever it produces more of. Comparative advantage depends on the ratio of unit labor requirements, not absolute productivity. Another error is computing the relative wage as the productivity ratio without tying it to the trade price, or forgetting that w/w* = P_C/P_W under this specialization pattern.","Krugman, Obstfeld & Melitz — International Economics: Theory and Policy"
"Economics","A consumer has utility U(x,y) = x^(1/2) + y, income m = 100, and faces prices p_x = 1, p_y = 1. The price of x falls to p_x = 0.25. (a) Find the Marshallian demand for x at both prices. (b) Decompose the total change in x into substitution and income effects using the Slutsky (compensated, original-bundle) method. (c) Comment on the income effect for this quasilinear utility.","Source: Varian 'Intermediate Microeconomics' (Slutsky equation chapter) and Mas-Colell et al. Utility is quasilinear in y. MU_x = (1/2)x^(-1/2), MU_y = 1. Tangency: MU_x/MU_y = p_x/p_y => (1/2)x^(-1/2) = p_x/p_y. With p_y=1: (1/2)x^(-1/2) = p_x => x^(-1/2) = 2p_x => x^(1/2) = 1/(2p_x) => x = 1/(4 p_x^2) (interior, demand for x independent of income — hallmark of quasilinear). (a) At p_x=1: x = 1/4 = 0.25. At p_x=0.25: x = 1/(4×0.0625) = 1/0.25 = 4. Total change Δx = 4 - 0.25 = 3.75. (b) Slutsky: hold purchasing power so the ORIGINAL bundle is just affordable at new prices. Original bundle: x=0.25, y = m - p_x x = 100 - 0.25 = 99.75. Cost of original bundle at new prices = 0.25×0.25 + 1×99.75 = 0.0625 + 99.75 = 99.8125. So Slutsky-compensated income m' = 99.8125. But x demand is income-independent, so the compensated demand for x at p_x=0.25 is still 4. Substitution effect = x(0.25, m') - x(1, 100) = 4 - 0.25 = 3.75. Income effect = x(0.25, 100) - x(0.25, m') = 4 - 4 = 0. (c) For quasilinear preferences (linear in the numeraire y), the income effect on x is zero — the entire price response is the substitution effect, provided we remain at an interior solution. Final: x goes 0.25→4, total Δx=3.75, all substitution, income effect = 0.","The typical error is mechanically computing a nonzero income effect (e.g., assuming the income effect must be positive because real income rose), or using the Hicksian (utility-constant) compensation incorrectly and getting a different decomposition. With quasilinear utility the demand for the non-numeraire good is income-independent over the interior range, so the income effect is exactly zero — overlooking this special structure leads to an incorrect split. Also common: forgetting to recompute the compensated income from the original bundle's new cost.","Varian — Intermediate Microeconomics; Mas-Colell, Whinston & Green — Microeconomic Theory"
"Economics","An investor considers a 3-year bond paying annual coupons of $50 on a face value of $1000, redeemed at par. The nominal market interest rate is 8% per year and expected inflation is 3% per year. (a) Compute the bond's price (present value). (b) Compute the approximate and exact real interest rate via the Fisher equation. (c) If actual inflation turns out to be 6% (not 3%), who gains and who loses between borrower and lender, and why? Be precise about nominal vs real.","Source: Mishkin 'The Economics of Money, Banking, and Financial Markets' and Blanchard 'Macroeconomics'. (a) Price = Σ coupon/(1.08)^t + face/(1.08)^3 = 50/1.08 + 50/1.08^2 + 50/1.08^3 + 1000/1.08^3. 1.08^1=1.08, 1.08^2=1.1664, 1.08^3=1.259712. PV coupons = 50(1/1.08 + 1/1.1664 + 1/1.259712) = 50(0.925926 + 0.857339 + 0.793832) = 50(2.577097) = 128.85. PV face = 1000/1.259712 = 793.83. Price ≈ 128.85 + 793.83 = 922.69 (bond trades at a discount because coupon 5% < yield 8%). (b) Fisher exact: 1+r = (1+i)/(1+π) = 1.08/1.03 = 1.048544 => r = 4.854%. Approximate: r ≈ i - π = 8% - 3% = 5%. (c) The contract fixes the NOMINAL rate at 8%. If inflation rises unexpectedly from 3% to 6%, the realized real rate falls: 1.08/1.06 = 1.018868 => r_realized ≈ 1.887% (vs expected 4.854%). The BORROWER (bond issuer) gains and the LENDER (bondholder) loses, because the lender is repaid in dollars worth less than anticipated — unexpected inflation transfers wealth from creditors to debtors. Final: price ≈ $922.69, exact real rate ≈ 4.85% (approx 5%), unexpected inflation hurts the lender and helps the borrower.","Common errors: (1) Discounting coupons at the coupon rate (5%) instead of the market yield (8%), or treating price = face value because it's redeemed at par. (2) Using only the approximation r ≈ i − π and claiming it is exact (it overstates the true real rate slightly). (3) Reversing the inflation-surprise incidence — claiming the lender gains from higher inflation. In fact, with a fixed nominal rate, unexpected inflation erodes the real value of repayments, benefiting borrowers (debtors) at lenders' (creditors') expense.","Mishkin — The Economics of Money, Banking, and Financial Markets; Blanchard — Macroeconomics"
"Economics","A researcher regresses log-wages on years of schooling: wage_i = β0 + β1 schooling_i + u_i, and estimates β1_hat = 0.10 (10% return per year). True model includes innate ability A: wage = β0 + β1 schooling + β2 A + e, with β2 > 0, and ability is positively correlated with schooling (Cov(schooling, A) > 0). (a) State the omitted-variable bias formula and sign the bias in β1_hat. (b) Is the 10% an over- or under-estimate of the causal return to schooling? (c) Briefly explain how an instrumental variable (e.g., quarter of birth) addresses this, and the key assumptions it must satisfy.","Source: Wooldridge 'Introductory Econometrics: A Modern Approach' and Angrist & Pischke 'Mostly Harmless Econometrics'. (a) OVB: when we omit A, plim(β1_hat) = β1 + β2 · δ, where δ is the slope coefficient from the auxiliary regression of the omitted variable A on schooling, δ = Cov(schooling, A)/Var(schooling). Sign of bias = sign(β2) × sign(Cov(schooling, A)) = (+)(+) = positive. So the estimate is biased UPWARD. (b) Therefore β1_hat = 0.10 OVERESTIMATES the true causal return β1; some of the measured wage premium reflects that high-ability people both get more schooling and earn more independently. The true causal return is below 10%. (c) An IV like quarter of birth (Angrist-Krueger) affects schooling (through compulsory-schooling laws) but is plausibly unrelated to ability. Two assumptions: (i) RELEVANCE — the instrument is correlated with schooling (Cov(Z, schooling) ≠ 0; weak instruments cause bias and large variance), and (ii) EXCLUSION/EXOGENEITY — the instrument affects wages ONLY through schooling and is uncorrelated with the error (Cov(Z, e) = 0). 2SLS then recovers a consistent (LATE) estimate of the causal return. Final: bias is positive, 0.10 overstates the causal return, IV restores consistency under relevance + exclusion.","Common errors: (1) Getting the sign backwards — claiming the estimate is biased downward; with β2>0 and positive schooling-ability correlation, the bias is unambiguously positive (upward). (2) Treating the 0.10 as the causal effect and ignoring selection on ability entirely. (3) Misstating IV assumptions — confusing relevance with exogeneity, or asserting the instrument must be uncorrelated with schooling (it must be correlated with schooling but uncorrelated with the error / wages except through schooling).","Wooldridge — Introductory Econometrics; Angrist & Pischke — Mostly Harmless Econometrics"
"Accountancy","A company buys a machine for Rs. 10,00,000 on 1 April. For accounting it depreciates straight-line over 5 years (nil residual). For tax, depreciation is allowed at 40% WDV. Tax rate is 25%. Compute the deferred tax balance at the end of Year 1 and Year 2 and state whether it is a deferred tax asset or liability, with journal entries, under Ind AS 12 / IAS 12.","Under Ind AS 12 / IAS 12 deferred tax uses the balance-sheet (temporary difference) approach: DTL/DTA = tax rate x (Carrying amount - Tax base) of the asset.
Year 1: Accounting carrying amount = 10,00,000 - 2,00,000 (10,00,000/5) = 8,00,000. Tax base = 10,00,000 - 4,00,000 (40% x 10,00,000) = 6,00,000. Taxable temporary difference = 8,00,000 - 6,00,000 = 2,00,000. DTL = 25% x 2,00,000 = Rs. 50,000.
Journal (Y1): Dr Deferred Tax Expense (P&L) 50,000 / Cr Deferred Tax Liability 50,000.
Year 2: Accounting carrying amount = 8,00,000 - 2,00,000 = 6,00,000. Tax base = 6,00,000 - 40% x 6,00,000 = 6,00,000 - 2,40,000 = 3,60,000. Temporary difference = 6,00,000 - 3,60,000 = 2,40,000. Required DTL = 25% x 2,40,000 = Rs. 60,000.
Closing DTL must be 60,000; opening was 50,000, so charge the incremental Rs. 10,000.
Journal (Y2): Dr Deferred Tax Expense 10,000 / Cr Deferred Tax Liability 10,000.
Because tax depreciation is front-loaded, accounting carrying amount > tax base, giving a taxable temporary difference and therefore a Deferred Tax LIABILITY in both years.","The most common error is using the timing-difference (income-statement) method of the old AS 22: DTL = 25% x (tax dep - book dep). Y1 that gives 25% x (4,00,000 - 2,00,000) = 50,000 (same by coincidence) but it conceptually computes a flow not a balance, and many candidates then mislabel it a deferred tax ASSET because tax profit is lower / book profit higher, confusing the direction. The correct sign is a LIABILITY: higher tax depreciation now means lower tax depreciation (higher tax) later. Also wrong: applying the rate to the gross cost or forgetting the closing balance must be reconciled against the opening balance (charging the full 60,000 in Y2 instead of the 10,000 movement).","Ind AS 12 / IAS 12 Income Taxes (temporary difference / balance-sheet liability method); contrast AS 22"
"Accountancy","P acquires 80% of S for cash of Rs. 9,00,000. On acquisition date S's identifiable net assets have a fair value of Rs. 10,00,000 (book value Rs. 8,00,000; the Rs. 2,00,000 uplift is an unrecorded brand). The fair value of the 20% non-controlling interest is Rs. 2,10,000. Compute goodwill under (a) the full goodwill (fair value) method and (b) the partial goodwill (proportionate share) method per Ind AS 103 / IFRS 3, and state the consolidated goodwill and NCI in each case.","Ind AS 103 / IFRS 3: Goodwill = Consideration transferred + NCI + FV of previously held interest - FV of identifiable net assets acquired. NCI may be measured at fair value (full goodwill) or at proportionate share of net assets (partial goodwill).
(a) Full goodwill: NCI measured at FV = 2,10,000. Goodwill = 9,00,000 + 2,10,000 - 10,00,000 = Rs. 1,10,000. Consolidated goodwill = 1,10,000; NCI carried at 2,10,000.
(b) Partial goodwill: NCI = 20% x 10,00,000 = 2,00,000. Goodwill = 9,00,000 + 2,00,000 - 10,00,000 = Rs. 1,00,000. Consolidated goodwill = 1,00,000; NCI carried at 2,00,000.
Note the difference in goodwill (1,10,000 - 1,00,000 = 10,000) equals the goodwill attributable to NCI = NCI FV 2,10,000 - NCI share of net assets 2,00,000. The Rs. 2,00,000 brand is recognised as an identifiable intangible separately from goodwill (it is identifiable). No bargain purchase arises since consideration+NCI > net assets.","Common errors: (1) using book value of net assets (8,00,000) instead of fair value, inflating goodwill and forgetting to recognise the Rs. 2,00,000 brand separately. (2) Treating the deal as a bargain purchase and crediting a gain because someone compares only the 9,00,000 cash to 80% of net assets (8,00,000) and stops there. (3) Under partial goodwill method, mistakenly carrying NCI at fair value 2,10,000 (mixing the two methods), which double counts NCI's share of goodwill that was never recognised.","Ind AS 103 / IFRS 3 Business Combinations; Kieso Intermediate Accounting (consolidations)"
"Accountancy","Prepare cash flow from operating activities (indirect method, Ind AS 7 / IAS 7) given: Profit before tax Rs. 5,00,000; depreciation Rs. 1,20,000; loss on sale of equipment Rs. 30,000; interest expense Rs. 60,000; interest income Rs. 20,000. Working capital: Inventory increased Rs. 40,000; Trade receivables decreased Rs. 25,000; Trade payables decreased Rs. 15,000. Income tax paid Rs. 90,000. Show the correct treatment of interest and tax.","Ind AS 7 indirect method: start with profit before tax and remove non-cash and investing/financing items, then adjust working capital, then deduct tax paid.
Profit before tax 5,00,000
+ Depreciation 1,20,000
+ Loss on sale of equipment 30,000 (non-cash, add back; the sale proceeds are an investing inflow)
+ Interest expense 60,000 (add back; classified in financing)
- Interest income 20,000 (deduct; it is an investing inflow)
Operating profit before working capital changes = 6,90,000
- Increase in inventory 40,000
+ Decrease in trade receivables 25,000
- Decrease in trade payables 15,000
Cash generated from operations = 6,60,000
- Income tax paid 90,000
Net cash from operating activities = Rs. 5,70,000.
(Interest paid 60,000 and interest received 20,000 are then shown under financing and investing respectively; under Ind AS interest paid is generally financing, interest received investing.)","Frequent mistakes: (1) Wrong sign on working capital - adding the inventory increase or subtracting the receivables decrease (an increase in an asset is a USE of cash, a decrease is a SOURCE). (2) Subtracting the loss on sale instead of adding it back (a loss reduces profit but is non-cash, so it must be added). (3) Leaving interest expense in operating profit and not adding it back, or failing to remove interest income, which mixes investing/financing flows into operations. (4) Deducting tax twice (once as the change and once as tax paid) or ignoring tax paid altogether.","Ind AS 7 / IAS 7 Statement of Cash Flows"
